87	0
106	1
237	0
260	1
291	1
350	1
478	1
641	1
770	0
792	1
801	1
923	1
1033	1
1047	0
1090	0
1106	1
1133	1
1250	1
1257	0
1308	1
1466	1
3	0
5	1
6	1
8	1
12	1
14	1
15	1
16	0
23	1
24	1
25	1
26	1
31	1
32	1
35	1
36	1
38	0
40	0
45	1
46	0
49	1
53	1
55	1
57	1
58	0
59	0
65	1
67	0
69	0
73	1
74	1
76	0
77	0
79	1
92	0
97	0
98	1
99	1
103	1
107	1
113	1
114	1
116	1
117	1
121	0
124	0
127	1
129	1
130	0
132	0
138	1
144	0
145	1
146	0
148	1
150	1
155	0
161	0
169	1
171	1
172	1
174	1
175	1
179	0
182	1
185	1
193	1
195	0
199	1
200	0
201	0
204	0
205	0
206	1
207	1
208	1
223	1
224	1
225	1
227	1
232	1
238	1
239	1
247	1
252	1
254	1
255	0
257	1
262	1
264	1
265	0
268	1
270	0
273	1
278	1
282	1
286	1
290	1
294	0
296	0
298	1
302	1
305	1
307	1
311	0
312	1
315	0
320	1
321	0
322	1
324	0
329	0
330	0
337	1
338	1
344	0
351	0
353	1
354	0
367	1
375	0
378	1
379	1
386	0
387	1
388	1
395	1
398	1
400	1
405	1
413	1
415	0
417	1
419	0
422	0
425	1
426	1
428	1
429	1
437	0
438	0
439	0
444	1
447	0
449	1
454	1
463	1
477	1
481	0
482	1
487	1
489	1
491	1
493	1
495	0
499	1
503	0
504	1
505	1
506	0
509	1
510	1
516	1
534	1
539	1
541	1
543	0
545	0
547	1
548	1
552	1
554	0
563	0
568	1
574	1
575	0
576	0
583	1
589	1
595	1
604	0
605	1
607	1
609	0
612	1
617	1
618	1
619	0
626	1
627	1
635	1
636	1
639	0
645	0
646	0
648	1
649	1
650	1
651	1
652	1
653	1
656	1
658	0
660	1
665	1
671	1
672	1
676	0
678	0
679	0
680	1
681	1
682	1
683	0
684	0
685	1
686	1
690	0
691	1
692	1
694	1
698	0
700	1
702	1
707	1
709	1
710	0
712	0
720	1
721	1
723	0
725	0
741	0
752	1
753	1
755	1
756	1
760	1
765	1
768	1
772	1
774	1
778	1
783	1
785	1
786	1
789	1
790	1
791	1
793	1
794	1
796	1
797	1
798	1
803	1
812	1
814	1
816	1
817	1
821	0
822	1
823	0
824	0
828	1
834	1
838	1
840	0
841	0
842	1
843	0
844	1
849	1
853	0
854	1
855	1
859	1
860	0
862	0
863	0
866	1
869	1
870	1
912	1
919	1
920	1
922	1
929	1
930	1
932	1
936	1
939	1
943	1
947	1
949	1
950	1
952	1
953	0
954	0
956	1
958	1
959	0
961	0
963	1
965	0
982	1
987	1
991	0
1000	1
1006	1
1009	1
1010	0
1011	1
1012	1
1015	1
1016	1
1017	1
1019	1
1020	0
1022	1
1025	1
1027	1
1028	0
1029	1
1030	1
1031	1
1032	1
1034	1
1035	1
1036	1
1037	0
1039	0
1040	0
1042	0
1043	0
1045	0
1046	0
1048	1
1049	1
1051	0
1053	1
1055	1
1056	1
1057	1
1059	1
1060	1
1062	0
1064	1
1065	0
1068	1
1074	1
1075	1
1076	1
1079	1
1080	1
1086	0
1087	1
1089	1
1091	1
1097	0
1098	1
1099	1
1107	1
1115	1
1129	1
1135	0
1138	1
1141	0
1142	0
1154	1
1162	1
1167	0
1173	1
1181	1
1183	1
1184	1
1185	0
1186	0
1207	1
1209	0
1212	1
1213	1
1214	1
1215	0
1231	1
1239	1
1243	0
1244	0
1253	1
1254	1
1255	1
1256	1
1266	1
1269	1
1271	1
1272	1
1278	1
1279	0
1280	1
1281	1
1293	0
1294	0
1295	1
1296	0
1298	1
1307	0
1309	1
1311	0
1312	1
1313	0
1316	0
1317	1
1320	1
1321	0
1331	1
1332	1
1336	1
1338	1
1340	0
1344	1
1348	1
1359	0
1366	0
1373	1
1377	0
1378	0
1383	0
1388	1
1395	0
1401	1
1423	1
1433	1
1435	0
1436	1
1439	1
1458	1
1460	1
1461	1
1462	1
1463	1
1464	1
1465	1
1467	1
1470	1
1471	1
1480	1
1481	0
1488	0
1489	1
1490	0
1492	1
1493	1
1494	0
1505	1
17	0
56	1
64	1
70	1
102	1
154	0
173	1
176	1
196	0
217	1
281	1
283	1
285	1
295	1
300	0
361	1
363	0
418	1
432	1
436	1
452	1
603	1
608	1
668	1
670	0
677	0
718	0
722	0
727	1
818	1
820	1
833	1
852	1
935	1
945	1
948	1
960	0
966	1
978	1
986	1
990	0
992	1
1001	1
1003	1
1021	1
1026	1
1041	0
1050	0
1052	0
1054	1
1073	0
1088	1
1122	0
1136	1
1145	0
1165	1
1189	1
1193	1
1195	1
1197	0
1217	0
1222	0
1247	1
1249	0
1410	0
1438	1
1442	1
71	1
89	1
177	1
215	0
230	0
235	1
246	1
326	1
383	0
414	0
460	1
472	1
486	1
494	1
544	0
582	1
703	1
713	1
739	1
743	1
773	1
779	1
802	1
832	1
845	0
858	1
867	1
868	0
874	1
875	1
881	0
882	0
900	0
904	0
907	0
915	1
916	1
918	1
927	1
931	1
933	1
934	1
951	1
968	1
970	0
981	1
983	1
984	0
999	1
1058	1
1109	0
1118	0
1153	0
1176	1
1221	1
1227	0
1230	0
1240	0
1288	1
1326	0
1343	1
1363	0
1367	0
1371	0
1380	1
1385	0
1415	0
1426	1
1440	1
1449	1
1487	1
110	1
137	1
162	1
334	1
401	0
435	1
441	0
443	1
537	1
780	0
1297	1
1375	0
191	1
213	1
216	1
218	1
221	1
244	1
263	0
276	0
287	1
292	1
314	1
335	1
348	1
385	1
424	0
430	1
459	1
462	1
502	1
524	1
535	1
564	0
624	1
696	0
697	0
751	0
759	1
787	1
815	0
967	1
995	0
1013	1
1066	0
1108	1
1125	0
1180	0
1224	1
1284	1
1349	1
442	1
465	1
466	1
476	0
507	0
518	0
776	1
885	0
997	1
1114	1
1137	1
1229	0
1276	0
1292	1
1333	1
1389	1
1510	0
